ElectionType,Year,Province,EligibleVoters,Votes1,ValidVotes,Party,Count,Turnout,VoteShare
Second Chamber,1982,Drenthe,303232,264708,263813,Democraten 66 (D66),10195,0.870003825453778,0.03864479764075311
Second Chamber,1982,Fryslân,417579,366887,365545,Democraten 66 (D66),11627,0.8753912433335967,0.03180730142663694
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Democraten 66 (D66),42782,0.8312100999112536,0.04209894462348397
Second Chamber,1982,Groningen,412205,347951,346512,Democraten 66 (D66),11857,0.840630268919591,0.034218151175139676
Second Chamber,1982,Limburg,778728,583360,579175,Democraten 66 (D66),27075,0.7437449276255638,0.04674752881253507
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Democraten 66 (D66),2561,0.815451824286061,0.05081450028770412
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Democraten 66 (D66),52944,0.7792486765650871,0.04620028325422983
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Democraten 66 (D66),60361,0.7934876798136097,0.04539830789560969
Second Chamber,1982,Overijssel,718468,620787,618661,Democraten 66 (D66),24219,0.8610835834024619,0.039147449087626345
Second Chamber,1982,Utrecht,654062,539214,537263,Democraten 66 (D66),24305,0.8214251859915421,0.045238551696282825
Second Chamber,1982,Zeeland,251445,206883,206081,Democraten 66 (D66),8449,0.8195867883632604,0.040998442360042894
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Democraten 66 (D66),74903,0.7913019861711553,0.042144548323063004
Second Chamber,1982,Drenthe,303232,264708,263813,Pacifistisch-Socialistische Partij (PSP),3366,0.870003825453778,0.012759037651669932
Second Chamber,1982,Fryslân,417579,366887,365545,Pacifistisch-Socialistische Partij (PSP),5574,0.8753912433335967,0.015248464621318852
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Pacifistisch-Socialistische Partij (PSP),20990,0.8312100999112536,0.02065487465866319
Second Chamber,1982,Groningen,412205,347951,346512,Pacifistisch-Socialistische Partij (PSP),8088,0.840630268919591,0.023341182989333704
Second Chamber,1982,Limburg,778728,583360,579175,Pacifistisch-Socialistische Partij (PSP),12497,0.7437449276255638,0.021577243492899384
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Pacifistisch-Socialistische Partij (PSP),1106,0.815451824286061,0.021944879858727357
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Pacifistisch-Socialistische Partij (PSP),25775,0.7792486765650871,0.022491921669646683
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Pacifistisch-Socialistische Partij (PSP),49646,0.7934876798136097,0.03733941441966566
Second Chamber,1982,Overijssel,718468,620787,618661,Pacifistisch-Socialistische Partij (PSP),8071,0.8610835834024619,0.01304591690764409
Second Chamber,1982,Utrecht,654062,539214,537263,Pacifistisch-Socialistische Partij (PSP),14038,0.8214251859915421,0.026128730249430913
Second Chamber,1982,Zeeland,251445,206883,206081,Pacifistisch-Socialistische Partij (PSP),2690,0.8195867883632604,0.013053119889752088
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Pacifistisch-Socialistische Partij (PSP),35706,0.7913019861711553,0.020090159839035653
Second Chamber,1982,Drenthe,303232,264708,263813,Staatkundig Gereformeerde Partij (SGP),621,0.870003825453778,0.0023539401015112977
Second Chamber,1982,Fryslân,417579,366887,365545,Staatkundig Gereformeerde Partij (SGP),2277,0.8753912433335967,0.006229055246276108
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Staatkundig Gereformeerde Partij (SGP),33142,0.8312100999112536,0.03261285640483161
Second Chamber,1982,Groningen,412205,347951,346512,Staatkundig Gereformeerde Partij (SGP),589,0.840630268919591,0.0016997968324329316
Second Chamber,1982,Limburg,778728,583360,579175,Staatkundig Gereformeerde Partij (SGP),257,0.7437449276255638,4.437346225234169e-4
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Staatkundig Gereformeerde Partij (SGP),254,0.815451824286061,0.005039782535367765
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Staatkundig Gereformeerde Partij (SGP),5408,0.7792486765650871,0.004719158579610059
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Staatkundig Gereformeerde Partij (SGP),4790,0.7934876798136097,0.003602622468480814
Second Chamber,1982,Overijssel,718468,620787,618661,Staatkundig Gereformeerde Partij (SGP),16251,0.8610835834024619,0.026268020773897175
Second Chamber,1982,Utrecht,654062,539214,537263,Staatkundig Gereformeerde Partij (SGP),14942,0.8214251859915421,0.027811332624803866
Second Chamber,1982,Zeeland,251445,206883,206081,Staatkundig Gereformeerde Partij (SGP),16929,0.8195867883632604,0.0821473110087781
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Staatkundig Gereformeerde Partij (SGP),61176,0.7913019861711553,0.03442098298081121
Second Chamber,1982,Drenthe,303232,264708,263813,Communistische Partij van Nederland,3368,0.870003825453778,0.012766618779211033
Second Chamber,1982,Fryslân,417579,366887,365545,Communistische Partij van Nederland,4885,0.8753912433335967,0.013363607763750018
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Communistische Partij van Nederland,8359,0.8312100999112536,0.008225540603704888
Second Chamber,1982,Groningen,412205,347951,346512,Communistische Partij van Nederland,14622,0.840630268919591,0.042197672807868125
Second Chamber,1982,Limburg,778728,583360,579175,Communistische Partij van Nederland,5701,0.7437449276255638,0.009843311607027236
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Communistische Partij van Nederland,2018,0.815451824286061,0.040040476993591145
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Communistische Partij van Nederland,9581,0.7792486765650871,0.008360624695126474
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Communistische Partij van Nederland,57396,0.7934876798136097,0.043168292108752566
Second Chamber,1982,Overijssel,718468,620787,618661,Communistische Partij van Nederland,6159,0.8610835834024619,0.009955371358466107
Second Chamber,1982,Utrecht,654062,539214,537263,Communistische Partij van Nederland,7451,0.8214251859915421,0.01386844059613262
Second Chamber,1982,Zeeland,251445,206883,206081,Communistische Partij van Nederland,1312,0.8195867883632604,0.006366428734332617
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Communistische Partij van Nederland,26901,0.7913019861711553,0.015135982463168603
Second Chamber,1982,Drenthe,303232,264708,263813,Politieke Partij Radikalen (PPR),3384,0.870003825453778,0.012827267799539825
Second Chamber,1982,Fryslân,417579,366887,365545,Politieke Partij Radikalen (PPR),4599,0.8753912433335967,0.012581214351174274
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Politieke Partij Radikalen (PPR),18082,0.8312100999112536,0.01779330364830623
Second Chamber,1982,Groningen,412205,347951,346512,Politieke Partij Radikalen (PPR),5760,0.840630268919591,0.01662280094195872
Second Chamber,1982,Limburg,778728,583360,579175,Politieke Partij Radikalen (PPR),10823,0.7437449276255638,0.018686925367980316
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Politieke Partij Radikalen (PPR),1021,0.815451824286061,0.02025833845909641
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Politieke Partij Radikalen (PPR),19379,0.7792486765650871,0.01691060911876171
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Politieke Partij Radikalen (PPR),26040,0.7934876798136097,0.019585029035332026
Second Chamber,1982,Overijssel,718468,620787,618661,Politieke Partij Radikalen (PPR),8661,0.8610835834024619,0.013999589435894617
Second Chamber,1982,Utrecht,654062,539214,537263,Politieke Partij Radikalen (PPR),10092,0.8214251859915421,0.018784096429495425
Second Chamber,1982,Zeeland,251445,206883,206081,Politieke Partij Radikalen (PPR),2939,0.8195867883632604,0.014261382660216128
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Politieke Partij Radikalen (PPR),25666,0.7913019861711553,0.014441103524020867
Second Chamber,1982,Drenthe,303232,264708,263813,Reformatorische Politieke Federatie (RPF),4497,0.870003825453778,0.017046165276161523
Second Chamber,1982,Fryslân,417579,366887,365545,Reformatorische Politieke Federatie (RPF),8348,0.8753912433335967,0.022837133595043017
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Reformatorische Politieke Federatie (RPF),21259,0.8312100999112536,0.020919579817461686
Second Chamber,1982,Groningen,412205,347951,346512,Reformatorische Politieke Federatie (RPF),6352,0.840630268919591,0.018331255483215587
Second Chamber,1982,Limburg,778728,583360,579175,Reformatorische Politieke Federatie (RPF),1037,0.7437449276255638,0.0017904778348512972
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Reformatorische Politieke Federatie (RPF),730,0.815451824286061,0.014484414373301058
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Reformatorische Politieke Federatie (RPF),4614,0.7792486765650871,0.004026293950872931
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Reformatorische Politieke Federatie (RPF),12515,0.7934876798136097,0.009412697326312607
Second Chamber,1982,Overijssel,718468,620787,618661,Reformatorische Politieke Federatie (RPF),17386,0.8610835834024619,0.02810262809519268
Second Chamber,1982,Utrecht,654062,539214,537263,Reformatorische Politieke Federatie (RPF),11569,0.8214251859915421,0.021533215575984203
Second Chamber,1982,Zeeland,251445,206883,206081,Reformatorische Politieke Federatie (RPF),4714,0.8195867883632604,0.022874500803082284
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Reformatorische Politieke Federatie (RPF),31214,0.7913019861711553,0.017562713527576847
Second Chamber,1982,Drenthe,303232,264708,263813,CP,577,0.870003825453778,0.0021871552956071157
Second Chamber,1982,Fryslân,417579,366887,365545,CP,582,0.8753912433335967,0.00159214323817861
Second Chamber,1982,Gelderland,1222585,1019710,1016225,CP,3266,0.8312100999112536,0.003213855199389899
Second Chamber,1982,Groningen,412205,347951,346512,CP,720,0.840630268919591,0.00207785011774484
Second Chamber,1982,Limburg,778728,583360,579175,CP,1245,0.7437449276255638,0.002149609358138732
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,CP,903,0.815451824286061,0.017917022163138157
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,CP,4995,0.7792486765650871,0.004358764257609512
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,CP,18584,0.7934876798136097,0.013977272641805313
Second Chamber,1982,Overijssel,718468,620787,618661,CP,1782,0.8610835834024619,0.0028804143141397307
Second Chamber,1982,Utrecht,654062,539214,537263,CP,4553,0.8214251859915421,0.008474434308709143
Second Chamber,1982,Zeeland,251445,206883,206081,CP,947,0.8195867883632604,0.004595280496503802
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,CP,30269,0.7913019861711553,0.017031004541751254
Second Chamber,1982,Drenthe,303232,264708,263813,Gereformeerd Politiek Verbond (GPV),4171,0.870003825453778,0.015810441486962357
Second Chamber,1982,Fryslân,417579,366887,365545,Gereformeerd Politiek Verbond (GPV),5150,0.8753912433335967,0.0140885527089688
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Gereformeerd Politiek Verbond (GPV),5088,0.8312100999112536,0.005006765234077099
Second Chamber,1982,Groningen,412205,347951,346512,Gereformeerd Politiek Verbond (GPV),13131,0.840630268919591,0.03789479152237152
Second Chamber,1982,Limburg,778728,583360,579175,Gereformeerd Politiek Verbond (GPV),407,0.7437449276255638,7.0272370181724e-4
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Gereformeerd Politiek Verbond (GPV),462,0.815451824286061,0.009166848548582313
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Gereformeerd Politiek Verbond (GPV),1469,0.7792486765650871,0.001281886825711386
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Gereformeerd Politiek Verbond (GPV),3415,0.7934876798136097,0.002568466749449265
Second Chamber,1982,Overijssel,718468,620787,618661,Gereformeerd Politiek Verbond (GPV),12748,0.8610835834024619,0.020605792186674125
Second Chamber,1982,Utrecht,654062,539214,537263,Gereformeerd Politiek Verbond (GPV),7557,0.8214251859915421,0.01406573689235998
Second Chamber,1982,Zeeland,251445,206883,206081,Gereformeerd Politiek Verbond (GPV),2460,0.8195867883632604,0.011937053876873657
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Gereformeerd Politiek Verbond (GPV),11105,0.7913019861711553,0.00624828390221506
Second Chamber,1982,Drenthe,303232,264708,263813,Evangelische Volkspartij,2688,0.870003825453778,0.010189035415237309
Second Chamber,1982,Fryslân,417579,366887,365545,Evangelische Volkspartij,5138,0.8753912433335967,0.014055725013336252
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Evangelische Volkspartij,7683,0.8312100999112536,0.007560333587542129
Second Chamber,1982,Groningen,412205,347951,346512,Evangelische Volkspartij,4583,0.840630268919591,0.01322609318003417
Second Chamber,1982,Limburg,778728,583360,579175,Evangelische Volkspartij,772,0.7437449276255638,0.0013329304614322097
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Evangelische Volkspartij,491,0.815451824286061,0.009742256790809341
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Evangelische Volkspartij,3107,0.7792486765650871,0.0027112473570355864
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Evangelische Volkspartij,7596,0.7934876798136097,0.005713052248555378
Second Chamber,1982,Overijssel,718468,620787,618661,Evangelische Volkspartij,4607,0.8610835834024619,0.007446727690932514
Second Chamber,1982,Utrecht,654062,539214,537263,Evangelische Volkspartij,5000,0.8214251859915421,0.009306429067328292
Second Chamber,1982,Zeeland,251445,206883,206081,Evangelische Volkspartij,1816,0.8195867883632604,0.008812069040814049
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Evangelische Volkspartij,12985,0.7913019861711553,0.007306075323751693
Second Chamber,1982,Drenthe,303232,264708,263813,SP (Socialistische Partij),710,0.870003825453778,0.0026913002770902117
Second Chamber,1982,Fryslân,417579,366887,365545,SP (Socialistische Partij),747,0.8753912433335967,0.002043524053126154
Second Chamber,1982,Gelderland,1222585,1019710,1016225,SP (Socialistische Partij),5812,0.8312100999112536,0.005719205884523604
Second Chamber,1982,Groningen,412205,347951,346512,SP (Socialistische Partij),1690,0.840630268919591,0.004877175970817749
Second Chamber,1982,Limburg,778728,583360,579175,SP (Socialistische Partij),3772,0.7437449276255638,0.006512712047308672
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,SP (Socialistische Partij),249,0.815451824286061,0.004940574217742416
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,SP (Socialistische Partij),10991,0.7792486765650871,0.009591026617694925
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,SP (Socialistische Partij),5334,0.7934876798136097,0.004011772076592205
Second Chamber,1982,Overijssel,718468,620787,618661,SP (Socialistische Partij),2618,0.8610835834024619,0.004231719794847258
Second Chamber,1982,Utrecht,654062,539214,537263,SP (Socialistische Partij),2705,0.8214251859915421,0.005034778125424606
Second Chamber,1982,Zeeland,251445,206883,206081,SP (Socialistische Partij),671,0.8195867883632604,0.0032560012810496845
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,SP (Socialistische Partij),9660,0.7913019861711553,0.005435247410661637
Second Chamber,1982,Drenthe,303232,264708,263813,Democratisch Socialisten '70,681,0.870003825453778,0.0025813739277442734
Second Chamber,1982,Fryslân,417579,366887,365545,Democratisch Socialisten '70,1026,0.8753912433335967,0.0028067679765829104
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Democratisch Socialisten '70,2767,0.8312100999112536,0.0027228222096484537
Second Chamber,1982,Groningen,412205,347951,346512,Democratisch Socialisten '70,1146,0.840630268919591,0.00330724477074387
Second Chamber,1982,Limburg,778728,583360,579175,Democratisch Socialisten '70,1501,0.7437449276255638,0.00259161738680019
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Democratisch Socialisten '70,218,0.815451824286061,0.004325482648465247
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Democratisch Socialisten '70,3600,0.7792486765650871,0.0031414517171960447
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Democratisch Socialisten '70,7316,0.7934876798136097,0.005502460538498045
Second Chamber,1982,Overijssel,718468,620787,618661,Democratisch Socialisten '70,1504,0.8610835834024619,0.0024310567499810074
Second Chamber,1982,Utrecht,654062,539214,537263,Democratisch Socialisten '70,2073,0.8214251859915421,0.00385844549131431
Second Chamber,1982,Zeeland,251445,206883,206081,Democratisch Socialisten '70,641,0.8195867883632604,0.0031104274532829323
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Democratisch Socialisten '70,8574,0.7913019861711553,0.004824204068220795
Second Chamber,1982,Drenthe,303232,264708,263813,Rechtse Volkspartij,898,0.870003825453778,0.003403926265953535
Second Chamber,1982,Fryslân,417579,366887,365545,Rechtse Volkspartij,616,0.8753912433335967,0.0016851550424708311
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Rechtse Volkspartij,3248,0.8312100999112536,0.003196142586533494
Second Chamber,1982,Groningen,412205,347951,346512,Rechtse Volkspartij,739,0.840630268919591,0.0021326822736297732
Second Chamber,1982,Limburg,778728,583360,579175,Rechtse Volkspartij,1587,0.7437449276255638,0.0027401044589286487
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Rechtse Volkspartij,185,0.815451824286061,0.0036707077521379392
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Rechtse Volkspartij,4523,0.7792486765650871,0.0039468850324660305
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Rechtse Volkspartij,2881,0.7934876798136097,0.0021668382738399216
Second Chamber,1982,Overijssel,718468,620787,618661,Rechtse Volkspartij,2167,0.8610835834024619,0.0035027260486760925
Second Chamber,1982,Utrecht,654062,539214,537263,Rechtse Volkspartij,1249,0.8214251859915421,0.002324745981018607
Second Chamber,1982,Zeeland,251445,206883,206081,Rechtse Volkspartij,473,0.8195867883632604,0.0022952140177891216
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Rechtse Volkspartij,3421,0.7913019861711553,0.0019248427941897994
Second Chamber,1982,Drenthe,303232,264708,263813,Rooms Katholieke Partij Nederland,186,0.870003825453778,7.050448613222244e-4
Second Chamber,1982,Fryslân,417579,366887,365545,Rooms Katholieke Partij Nederland,283,0.8753912433335967,7.741864886676059e-4
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Rooms Katholieke Partij Nederland,1314,0.8312100999112536,0.0012930207385175526
Second Chamber,1982,Groningen,412205,347951,346512,Rooms Katholieke Partij Nederland,274,0.840630268919591,7.907374059195641e-4
Second Chamber,1982,Limburg,778728,583360,579175,Rooms Katholieke Partij Nederland,2626,0.7437449276255638,0.004534035481503863
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Rooms Katholieke Partij Nederland,43,0.815451824286061,8.531915315780075e-4
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Rooms Katholieke Partij Nederland,2377,0.7792486765650871,0.0020742307588263887
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Rooms Katholieke Partij Nederland,1829,0.7934876798136097,0.0013756151346245111
Second Chamber,1982,Overijssel,718468,620787,618661,Rooms Katholieke Partij Nederland,771,0.8610835834024619,0.001246239863188402
Second Chamber,1982,Utrecht,654062,539214,537263,Rooms Katholieke Partij Nederland,723,0.8214251859915421,0.001345709643135671
Second Chamber,1982,Zeeland,251445,206883,206081,Rooms Katholieke Partij Nederland,194,0.8195867883632604,9.41377419558329e-4
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Rooms Katholieke Partij Nederland,2069,0.7913019861711553,0.0011641332187017524
Second Chamber,1982,Drenthe,303232,264708,263813,God Met Ons,0,0.870003825453778,0
Second Chamber,1982,Fryslân,417579,366887,365545,God Met Ons,0,0.8753912433335967,0
Second Chamber,1982,Gelderland,1222585,1019710,1016225,God Met Ons,360,0.8312100999112536,3.5425225712809664e-4
Second Chamber,1982,Groningen,412205,347951,346512,God Met Ons,0,0.840630268919591,0
Second Chamber,1982,Limburg,778728,583360,579175,God Met Ons,2122,0.7437449276255638,0.003663832175076618
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,God Met Ons,13,0.815451824286061,2.5794162582590925e-4
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,God Met Ons,662,0.7792486765650871,5.776780657732727e-4
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,God Met Ons,0,0.7934876798136097,0
Second Chamber,1982,Overijssel,718468,620787,618661,God Met Ons,0,0.8610835834024619,0
Second Chamber,1982,Utrecht,654062,539214,537263,God Met Ons,0,0.8214251859915421,0
Second Chamber,1982,Zeeland,251445,206883,206081,God Met Ons,0,0.8195867883632604,0
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,God Met Ons,0,0.7913019861711553,0
Second Chamber,1982,Drenthe,303232,264708,263813,Nederlandse Volks Unie (NVU),0,0.870003825453778,0
Second Chamber,1982,Fryslân,417579,366887,365545,Nederlandse Volks Unie (NVU),0,0.8753912433335967,0
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Nederlandse Volks Unie (NVU),0,0.8312100999112536,0
Second Chamber,1982,Groningen,412205,347951,346512,Nederlandse Volks Unie (NVU),0,0.840630268919591,0
Second Chamber,1982,Limburg,778728,583360,579175,Nederlandse Volks Unie (NVU),0,0.7437449276255638,0
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Nederlandse Volks Unie (NVU),0,0.815451824286061,0
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Nederlandse Volks Unie (NVU),0,0.7792486765650871,0
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Nederlandse Volks Unie (NVU),971,0.7934876798136097,7.303019659488247e-4
Second Chamber,1982,Overijssel,718468,620787,618661,Nederlandse Volks Unie (NVU),0,0.8610835834024619,0
Second Chamber,1982,Utrecht,654062,539214,537263,Nederlandse Volks Unie (NVU),0,0.8214251859915421,0
Second Chamber,1982,Zeeland,251445,206883,206081,Nederlandse Volks Unie (NVU),0,0.8195867883632604,0
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Nederlandse Volks Unie (NVU),661,0.7913019861711553,3.719149625721886e-4
Second Chamber,1982,Drenthe,303232,264708,263813,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.870003825453778,0
Second Chamber,1982,Fryslân,417579,366887,365545,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.8753912433335967,0
Second Chamber,1982,Gelderland,1222585,1019710,1016225,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.8312100999112536,0
Second Chamber,1982,Groningen,412205,347951,346512,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.840630268919591,0
Second Chamber,1982,Limburg,778728,583360,579175,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.7437449276255638,0
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.815451824286061,0
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.7792486765650871,0
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",250,0.7934876798136097,1.880283125511907e-4
Second Chamber,1982,Overijssel,718468,620787,618661,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.8610835834024619,0
Second Chamber,1982,Utrecht,654062,539214,537263,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.8214251859915421,0
Second Chamber,1982,Zeeland,251445,206883,206081,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.8195867883632604,0
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,"Progressieve Partij voor Behoud van Milieu, Werk en Maatschappij",0,0.7913019861711553,0
Second Chamber,1982,Drenthe,303232,264708,263813,Kleine Partij,0,0.870003825453778,0
Second Chamber,1982,Fryslân,417579,366887,365545,Kleine Partij,0,0.8753912433335967,0
Second Chamber,1982,Gelderland,1222585,1019710,1016225,Kleine Partij,0,0.8312100999112536,0
Second Chamber,1982,Groningen,412205,347951,346512,Kleine Partij,0,0.840630268919591,0
Second Chamber,1982,Limburg,778728,583360,579175,Kleine Partij,0,0.7437449276255638,0
Second Chamber,1982,Niet-provinciaal ingedeeld,61805,50551,50399,Kleine Partij,0,0.815451824286061,0
Second Chamber,1982,Noord-Brabant,1470605,1151298,1145967,Kleine Partij,0,0.7792486765650871,0
Second Chamber,1982,Noord-Holland,1675624,1336030,1329587,Kleine Partij,127,0.7934876798136097,9.551838277600488e-5
Second Chamber,1982,Overijssel,718468,620787,618661,Kleine Partij,0,0.8610835834024619,0
Second Chamber,1982,Utrecht,654062,539214,537263,Kleine Partij,0,0.8214251859915421,0
Second Chamber,1982,Zeeland,251445,206883,206081,Kleine Partij,0,0.8195867883632604,0
Second Chamber,1982,Zuid-Holland,2246030,1786252,1777288,Kleine Partij,0,0.7913019861711553,0
Second Chamber,1986,Drenthe,59913,53785,53632,CDA,11970,0.8951646554170214,0.22318764916467781
Second Chamber,1986,Flevoland,31247,25851,25814,CDA,4378,0.8261273082215893,0.1695978926164097
Second Chamber,1986,Fryslân,41236,38672,38568,CDA,13817,0.9352992530798332,0.3582503629952292
Second Chamber,1986,Gelderland,322433,278839,278036,CDA,98933,0.8623062775832498,0.35582802227049737
Second Chamber,1986,Groningen,34780,31507,31413,CDA,8772,0.9031914893617021,0.27924744532518386
Second Chamber,1986,Limburg,77496,66383,66119,CDA,32562,0.853192422834727,0.4924756877750722
Second Chamber,1986,Niet-provinciaal ingedeeld,39856,29818,29466,CDA,8559,0.7393115214773184,0.290470372632865
Second Chamber,1986,Noord-Brabant,257074,217136,216438,CDA,94359,0.8419287831519329,0.43596318576220444
Second Chamber,1986,Noord-Holland,774214,624215,622174,CDA,135517,0.8036201877000416,0.21781205900600153
Second Chamber,1986,Overijssel,84584,76121,75924,CDA,29764,0.897616570509789,0.39202360254991836
Second Chamber,1986,Utrecht,126887,111915,111574,CDA,40452,0.8793178182162081,0.3625575851004714
Second Chamber,1986,Zeeland,33697,29467,29369,CDA,10970,0.8715612665815948,0.37352310259116756
Second Chamber,1986,Zuid-Holland,212554,186719,186308,CDA,62573,0.876520790011009,0.3358578268243983
Second Chamber,1986,Drenthe,59913,53785,53632,Partij van de Arbeid (P.v.d.A.),24245,0.8951646554170214,0.45206220167064437
Second Chamber,1986,Flevoland,31247,25851,25814,Partij van de Arbeid (P.v.d.A.),11595,0.8261273082215893,0.44917486635159215
Second Chamber,1986,Fryslân,41236,38672,38568,Partij van de Arbeid (P.v.d.A.),15459,0.9352992530798332,0.4008245177349098
Second Chamber,1986,Gelderland,322433,278839,278036,Partij van de Arbeid (P.v.d.A.),92585,0.8623062775832498,0.3329964465033305
Second Chamber,1986,Groningen,34780,31507,31413,Partij van de Arbeid (P.v.d.A.),14187,0.9031914893617021,0.4516283067519817
Second Chamber,1986,Limburg,77496,66383,66119,Partij van de Arbeid (P.v.d.A.),21182,0.853192422834727,0.3203617719566237
Second Chamber,1986,Niet-provinciaal ingedeeld,39856,29818,29466,Partij van de Arbeid (P.v.d.A.),4670,0.7393115214773184,0.1584877485915971
Second Chamber,1986,Noord-Brabant,257074,217136,216438,Partij van de Arbeid (P.v.d.A.),63539,0.8419287831519329,0.29356674890730833
Second Chamber,1986,Noord-Holland,774214,624215,622174,Partij van de Arbeid (P.v.d.A.),248184,0.8036201877000416,0.39889805745659573
Second Chamber,1986,Overijssel,84584,76121,75924,Partij van de Arbeid (P.v.d.A.),26735,0.897616570509789,0.35212844423370737
